timestamp,test-class,test-method,time,description,result
"2022-05-22 17:15:02.192","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","positiveInventorPatronageReportTest",8835,""[1] recordIndex=0, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.report.com"","OK"
"2022-05-22 17:15:08.633","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","positiveInventorPatronageReportTest",6027,""[2] recordIndex=1, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 2, link=https://www.report.com"","OK"
"2022-05-22 17:15:14.984","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","positiveInventorPatronageReportTest",6022,""[3] recordIndex=2, creationMoment=2022/04/20 12:23, memorandum=This is a memorandum 3, link=https://www.report.com"","OK"
"2022-05-22 17:15:15.841","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeAnonymousPatronageReportListTest",529,""[1] recordIndex=0, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.report.com"","OK"
"2022-05-22 17:15:16.569","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeAnonymousPatronageReportListTest",379,""[2] recordIndex=1, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 2, link=https://www.report.com"","OK"
"2022-05-22 17:15:17.283","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeAnonymousPatronageReportListTest",356,""[3] recordIndex=2, creationMoment=2022/04/20 12:23, memorandum=This is a memorandum 3, link=https://www.report.com"","OK"
"2022-05-22 17:15:20.31","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeAdministratorPatronageReportListTest",2639,""[1] recordIndex=0, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.report.com"","OK"
"2022-05-22 17:15:23.231","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeAdministratorPatronageReportListTest",2588,""[2] recordIndex=1, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 2, link=https://www.report.com"","OK"
"2022-05-22 17:15:26.121","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeAdministratorPatronageReportListTest",2557,""[3] recordIndex=2, creationMoment=2022/04/20 12:23, memorandum=This is a memorandum 3, link=https://www.report.com"","OK"
"2022-05-22 17:15:28.992","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativePatronPatronageReportListTest",2539,""[1] recordIndex=0, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.report.com"","OK"
"2022-05-22 17:15:31.887","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativePatronPatronageReportListTest",2563,""[2] recordIndex=1, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 2, link=https://www.report.com"","OK"
"2022-05-22 17:15:34.803","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativePatronPatronageReportListTest",2557,""[3] recordIndex=2, creationMoment=2022/04/20 12:23, memorandum=This is a memorandum 3, link=https://www.report.com"","OK"
"2022-05-22 17:15:47.931","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeOtherInventorPatronageReportListTest",12807,""[1] recordIndex=0, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.report.com"","OK"
"2022-05-22 17:16:01.168","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeOtherInventorPatronageReportListTest",12895,""[2] recordIndex=1, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 2, link=https://www.report.com"","OK"
"2022-05-22 17:16:14.408","acme.testing.inventor.patronageReport.InventorPatronageReportListTest","NegativeOtherInventorPatronageReportListTest",12894,""[3] recordIndex=2, creationMoment=2022/04/20 12:23, memorandum=This is a memorandum 3, link=https://www.report.com"","OK"
