timestamp,test-class,test-method,time,description,result
"2022-05-22 17:21:31.937","acme.testing.patron.patronageReport.PatronPatronageReportListTest","positivePatronPatronageReportTest",7685,""[1] recordIndex=0, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.google.com"","Expected value 'https://www.google.com' in attribute 2 of record 0, but found 'https://www.report.com'"
"2022-05-22 17:21:37.231","acme.testing.patron.patronageReport.PatronPatronageReportListTest","positivePatronPatronageReportTest",4878,""[2] recordIndex=1, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 4, link=https://www.google.com"","Expected value 'https://www.google.com' in attribute 2 of record 1, but found 'https://www.report.com'"
"2022-05-22 17:21:38.133","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeAnonymousPatronageReportListTest",548,""[1] recordIndex=0, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.google.com"","OK"
"2022-05-22 17:21:38.85","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeAnonymousPatronageReportListTest",358,""[2] recordIndex=1, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 4, link=https://www.google.com"","OK"
"2022-05-22 17:21:41.728","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeAdministratorPatronageReportListTest",2544,""[1] recordIndex=0, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.google.com"","OK"
"2022-05-22 17:21:44.719","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeAdministratorPatronageReportListTest",2606,""[2] recordIndex=1, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 4, link=https://www.google.com"","OK"
"2022-05-22 17:21:47.651","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeInventorPatronageReportListTest",2600,""[1] recordIndex=0, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.google.com"","OK"
"2022-05-22 17:21:50.522","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeInventorPatronageReportListTest",2525,""[2] recordIndex=1, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 4, link=https://www.google.com"","OK"
"2022-05-22 17:22:03.743","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeOtherPatronPatronageReportListTest",12877,""[1] recordIndex=0, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/19 12:23, memorandum=This is a memorandum 1, link=https://www.google.com"","OK"
"2022-05-22 17:22:16.975","acme.testing.patron.patronageReport.PatronPatronageReportListTest","NegativeOtherPatronPatronageReportListTest",12863,""[2] recordIndex=1, sequenceNumber=ABC-012-A:00, creationMoment=2022/03/20 12:23, memorandum=This is a memorandum 4, link=https://www.google.com"","OK"
